parent_metro_region,state_code,region_type,region,median_sale_price,median_ppsf,median_sale_price_cagr,median_ppsf_cagr
"Boston, MA",MA,place,"Plymouth, MA",529000.0,320.99514563106794,0.038605749926548194,0.04593146442482765
"Sacramento, CA",CA,place,"Wilton, CA",960000.0,435.6306041922118,0.0680497542577212,0.05605463597765792
"Billings, MT",MT,place,"Lockwood, MT",332499.5,176.74829309455507,0.04765056427225911,0.05680944095513385
"Ocean City, NJ",NJ,place,"Wildwood Crest, NJ",644500.0,416.2418805100292,0.02469154880812896,0.05986554720733728
"Ocean City, NJ",NJ,place,"Cape May Court House, NJ",409000.0,244.68085106382975,0.08433928425069026,0.0667667199966322
"Altoona, PA",PA,place,"Tunnelhill, PA",65000.0,72.22222222222224,0.11595160791421755,
"Washington, DC",VA,place,"Groveton, VA",682475.0,415.8026743402562,0.06170912004294293,0.052191349498474704
"Rochester, NY",NY,place,"Palmyra, NY",253750.0,164.61923420361703,0.11108242501073584,0.0780355043833374
"Pensacola, FL",FL,place,"Jay, FL",571500.0,229.1519123999056,0.18923993935516026,0.10404984250011262
"Nassau County, NY",NY,place,"Sea Cliff, NY",809000.0,450.60911773103646,0.02696509589846019,0.02631901965678618
"Norwich, CT",CT,place,"Colchester, CT",405000.0,193.9349997698292,0.060776445773479404,0.04197060150956866
"Centralia, IL",IL,place,"Salem, IL",154750.0,90.85923302735192,0.08102871692511249,0.06738279374973621
"Warren, MI",MI,place,"Wolverine Lake, MI",250000.0,207.61494252873564,0.05819368736715669,0.06317060808800123
"Birmingham, AL",AL,place,"Pell City, AL",303700.0,168.62841451076747,0.06957516279407883,0.07236982073611742
"Nassau County, NY",NY,place,"Great Neck Gardens, NY",1250000.0,694.4444444444445,-0.004296691639810835,0.11986153143008771
"Syracuse, NY",NY,place,"Minoa, NY",256250.0,146.97270241548452,0.06866579202072765,0.05812814391401577
"The Dalles, OR",OR,place,"The Dalles, OR",365000.0,219.4290337494221,0.08942193823006006,0.08766662114197521
"Anaheim, CA",CA,place,"Mission Viejo, CA",1199000.0,599.0867768595042,0.06445771866803773,0.059230101864130136
"Roanoke, VA",VA,place,"Union Hall, VA",1337450.0,300.5942972545504,0.05499786147736452,0.05653685576137901
"Salem, OR",OR,place,"Salem, OR",422997.5,255.65853654819935,0.07886538970394175,0.08641769567655544
"Los Angeles, CA",CA,place,"Hacienda Heights, CA",960000.0,528.747433264887,0.057474464175779394,0.06570845790344615
"Syracuse, NY",NY,place,"Fayetteville, NY",880000.0,152.86151418125667,0.17647023228528802,0.05486651993340952
"Hagerstown, MD",MD,place,"Boonsboro, MD",350000.0,152.67897083652002,0.03737464778439703,0.03318485492343859
"Baltimore, MD",MD,place,"Glen Burnie, MD",366000.0,225.08214676889375,0.049274816997693316,0.039557221622991356
"Twin Falls, ID",ID,place,"Kimberly, ID",302995.0,229.30713787491285,0.07685384103236736,0.08193196015847803
"Indianapolis, IN",IN,place,"Arcadia, IN",175000.0,77.91629563668745,0.08698223337438615,0.02392869481305726
"Buffalo, NY",NY,place,"Tonawanda Town, NY",225000.0,176.2885806671548,0.06804092945892082,0.07557924397950733
"Pittsburgh, PA",PA,place,"Glen Osborne, PA",1230000.0,319.97918834547346,0.08090037213445833,0.08564215609037551
"Austin, TX",TX,place,"Round Rock, TX",397583.0,210.1703389798202,0.07663233872052988,0.08455432885140013
"Nassau County, NY",NY,place,"Garden City South, NY",800000.0,404.85829959514166,0.07312247129882454,0.05704954688277386
"Naples, FL",FL,place,"Naples Park, FL",900000.0,682.8703703703703,0.14015010635236802,0.14913310819437098
"Chicago, IL",IL,place,"Berwyn, IL",326000.0,202.9484442217928,0.08438864124301904,0.054397702362473765
"Homosassa Springs, FL",FL,place,"Floral City, FL",198500.0,136.6774279765924,0.11307687445021997,0.11784948192129319
"Charlottesville, VA",VA,place,"Hollymead, VA",738294.0,332.1816488122962,0.04508971303063403,0.11210873348144146
"Lancaster, PA",PA,place,"Quarryville, PA",411000.0,178.42099235308496,0.05794379680632389,0.04304356371981477
"Columbus, OH",OH,place,"Orient, OH",317000.0,198.125,0.10303105732883266,0.10358133586291629
"Jackson, MS",MS,place,"Gluckstadt, MS",425000.0,169.98667774013558,0.08158017951500618,0.04837175974526686
"Minneapolis, MN",MN,place,"Zimmerman, MN",450000.0,175.16339869281046,0.13001257954493206,0.08208034045163348
"Anaheim, CA",CA,place,"Lake Forest, CA",1305000.0,620.4454630935592,0.07691645445671247,0.06885070932975768
"Pittsburgh, PA",PA,place,"Oakmont, PA",369000.0,226.10294117647055,0.09060997816567862,0.08514212503987872
"Birmingham, AL",AL,place,"Mountain Brook, AL",936250.0,387.74460043674134,0.0560712145303317,0.0918557730185785
"St. Louis, MO",IL,place,"Mount Olive, IL",130000.0,96.29629629629629,0.03861677938767194,0.05979767401780456
"Providence, RI",RI,place,"Warwick, RI",363500.0,261.279761904762,0.08552153418648922,0.08428190155043547
"Baltimore, MD",MD,place,"Savage, MD",500000.0,265.39207915686194,0.05153676732293766,0.043765432779316216
"Sacramento, CA",CA,place,"Rancho Murieta, CA",781250.0,276.54614965949605,0.0683697071770406,0.050636177255623194
"Sacramento, CA",CA,place,"Gold River, CA",568000.0,276.39460190487694,0.029427914353876705,0.04179592527985054
"Los Angeles, CA",CA,place,"Duarte, CA",807500.0,565.7213858088073,0.07331190347378636,0.044547661556948004
"Boone, NC",NC,place,"Beech Mountain, NC",525000.0,301.23873873873873,0.12884399678677094,0.10931277063126887
"Washington, DC",MD,place,"Friendly, MD",460000.0,228.83858267716536,0.05531316057905222,0.08471041449945882
"Hagerstown, MD",MD,place,"Maugansville, MD",310000.0,161.45833333333334,0.08912763124201395,0.05691147481528969
"Jefferson City, MO",MO,place,"Russellville, MO",190000.0,158.33333333333334,0.14282138804355626,0.13993167440159726
"Columbus, OH",OH,place,"Carroll, OH",340000.0,203.32602339181287,0.09278591353346854,0.07506649623836181
"St. Louis, MO",MO,place,"Imperial, MO",220000.0,153.50716121924347,0.04717428502018772,0.03715892710491575
"Austin, TX",TX,place,"Jollyville, TX",471000.0,225.80645161290323,0.07811923202169524,0.07249253534455469
"Anaheim, CA",CA,place,"Foothill Ranch, CA",1210000.0,698.2111944604732,0.06216683784681565,0.07717154499468593
"Riverside, CA",CA,place,"Cathedral City, CA",528000.0,308.37323145874166,0.09477180589037171,0.0943661815784742
"Kansas City, MO",MO,place,"Edgerton, MO",304750.0,173.94406392694063,0.12668802872381524,0.11086664953229164
"Punta Gorda, FL",FL,place,"Grove City, FL",186000.0,200.23059780029303,-0.02767003370665655,0.04176981172061245
"Louisville, KY",KY,place,"Graymoor-Devondale, KY",385000.0,160.22235670024952,0.0945449790985673,0.0955024854939075
"Nassau County, NY",NY,place,"Ridge, NY",530000.0,326.6676322471634,0.08945509721730849,0.06632438122930351
"Austin, TX",TX,place,"Woodcreek, TX",440000.0,235.1851851851852,0.09109731071613436,0.09046193015393755
"Nassau County, NY",NY,place,"Carle Place, NY",834500.0,358.6405252315751,0.03519137266046313,0.019105551736998683
"Chicago, IL",IL,place,"Kenilworth, IL",1065750.0,314.1074775013331,-0.03360114164911543,-0.004618446290420519
"Atlanta, GA",GA,place,"Zebulon, GA",363000.0,165.0,0.1621880602662722,0.1059156118350395
"Alexandria, MN",MN,place,"Alexandria, MN",270000.0,145.76962283384302,0.026926454672287825,0.052836400736226086
"Sterling, IL",IL,place,"Rock Falls, IL",75000.0,62.09935897435897,0.03150148464027125,0.014815703187260443
"Frederick, MD",MD,place,"Olney, MD",782000.0,263.5046113306983,0.042653372723475025,0.020827169289554526
"Crestview, FL",FL,place,"Ocean City, FL",245500.0,169.08341605181022,0.06369312224194257,0.05429801236407439
"Des Moines, IA",IA,place,"Dallas Center, IA",213000.0,122.6958525345622,0.048615740518538786,0.029765307828214294
"Richmond, VA",VA,place,"Ashland, VA",270000.0,184.7662141779789,0.0018709613693990157,0.03378769271585669
"Anniston, AL",AL,place,"Oxford, AL",200980.0,121.95635112311184,0.04533697716874552,0.06426312783878307
"Michigan City, IN",IN,place,"Westville, IN",250000.0,143.82490880667015,0.14687643237386716,0.11858220133965758
"Greenville, SC",SC,place,"Wade Hampton, SC",420000.0,205.46505517603785,0.09964614854932696,0.09570861264981922
"Indianapolis, IN",IN,place,"Whitestown, IN",320250.0,157.3298858482538,0.0345593954315655,0.08591595390931528
"Reading, PA",PA,place,"Whitfield, PA",542450.0,203.27702083987924,0.09850587832773106,0.10006331373115107
"Omaha, NE",NE,place,"Arlington, NE",271500.0,106.92286517992042,0.07396918204282565,0.028531543600223586
"Omaha, NE",NE,place,"La Vista, NE",261500.0,175.4120879120879,0.027174359088749434,0.062457484571123434
"Washington, DC",MD,place,"Temple Hills, MD",422500.0,223.56678448690585,0.0837684174702582,0.0830326073489791
"Modesto, CA",CA,place,"Waterford, CA",375000.0,318.28793774319064,0.09892446283624379,0.10124729839598956
"Talladega, AL",AL,place,"Oak Grove, AL",268000.0,138.4297520661157,0.25033183711395224,0.19575411766251882
"Knoxville, TN",TN,place,"John Sevier, TN",200000.0,156.45454148389874,0.10305425242206989,0.2047688478173939
"New Brunswick, NJ",NJ,place,"Dunellen, NJ",500000.0,324.9097472924188,0.07241865767978872,0.0708663431786325
"Hilo, HI",HI,place,"Ainaloa, HI",365000.0,309.64753962326773,0.10056699069866837,0.09727772304832771
"Washington, DC",MD,place,"Long Beach, MD",690000.0,183.26693227091636,0.07942839069230412,0.05558963537913897
"Ogden, UT",UT,place,"Clearfield, UT",401000.0,192.81104753439624,0.09640402811351478,0.08984115002611914
"Binghamton, NY",NY,place,"Waverly, NY",78500.0,33.024821203197305,0.0059208122865677115,-0.01698289572205336
"Cincinnati, OH",OH,place,"Washington Township, OH",241000.0,170.4795424549054,-0.022955496492038763,0.05668849976845314
"Syracuse, NY",NY,place,"Lyncourt, NY",179900.0,136.9047619047619,0.1106291332316327,0.09144630194772563
"Frederick, MD",MD,place,"Bartonsville, MD",457500.0,231.3295763371335,0.07596177265515291,0.020413383775693683
"Richmond, VA",VA,place,"Matoaca, VA",251000.0,193.45238095238096,0.14162177851624547,0.125496596149814
"Portland, OR",OR,place,"Troutdale, OR",495000.0,265.3061224489796,0.08952848838157834,0.0689142493671071
"Olean, NY",NY,place,"Hinsdale, NY",145750.0,144.59325396825398,0.057285335965019835,0.10071754425884305
"Washington, DC",VA,place,"Fairfax, VA",795000.0,329.1222051346764,0.04437385226544355,0.024355729218231703
"Minneapolis, MN",MN,place,"Rosemount, MN",539990.0,190.4002320185615,0.09449553844748904,0.05706399775469051
"Kokomo, IN",IN,place,"Kokomo, IN",150000.0,108.5883514313919,0.16172850380837334,0.13780946425032958
"Anniston, AL",AL,place,"Jacksonville, AL",210000.0,103.3464566929134,0.07706930589052585,0.0577086834247722
"Phoenix, AZ",AZ,place,"San Tan Valley, AZ",425995.0,213.7541070666097,0.11375246144758422,0.10187827671537875
"Sevierville, TN",TN,place,"Seymour, TN",345000.0,195.5736224028907,0.13528457213217382,0.08557317995749569
"Wenatchee, WA",WA,place,"Wenatchee, WA",485000.0,250.10213091393393,0.08199054986881027,0.08105501937371695
"Bellefontaine, OH",OH,place,"Lakeview, OH",77500.0,64.3687707641196,0.06509359971710427,0.11176204309763893
"Worcester, MA",MA,place,"Harvard, MA",961000.0,246.4796119280633,0.06669979708710572,0.026514956852767613
"Riverside, CA",CA,place,"Lucerne Valley, CA",340250.0,186.1233281852137,0.1782173666134459,0.1323431276640834
"Madera, CA",CA,place,"Madera Ranchos, CA",541500.0,264.83331732154863,0.10295245238239148,0.07953367607014528
"Des Moines, IA",IA,place,"Granger, IA",367500.0,279.47459886060733,0.06114841704297458,0.08778889498047149
"Columbus, OH",OH,place,"New Lexington, OH",170000.0,147.2964015151515,0.2589254117941673,0.2718251446153128
"Spartanburg, SC",SC,place,"Landrum, SC",310000.0,167.93066088840737,0.002700984854842714,0.06253185795581984
"Rockingham County, NH",NH,place,"Raymond, NH",420000.0,293.8034188034188,0.09727155317070824,0.1278646138526207
"Los Angeles, CA",CA,place,"Calabasas, CA",1425000.0,717.4640317263045,0.04303846688598134,0.06935062733002817
"Edwards, CO",CO,place,"El Jebel, CO",1214750.0,553.278113953931,0.07488868097750734,0.13315879913663875
"Ames, IA",IA,place,"Huxley, IA",305000.0,235.19736842105263,0.03481289750607153,0.04898055281605895
"Jacksonville, FL",FL,place,"Lakeside, FL",309950.0,184.1783771532185,0.09066930242823945,0.09499309702882841
"Scranton, PA",PA,place,"Factoryville, PA",257700.0,117.67123287671232,0.17818758315414795,0.13443379524960686
"Salt Lake City, UT",UT,place,"Holladay, UT",834000.0,265.8952319542337,0.07517329414098417,0.06946608038674618
"Galesburg, IL",IL,place,"Galesburg, IL",73000.0,67.96461332423266,-0.011859509864398987,0.023877054973311385
"Atlanta, GA",GA,place,"Forest Park, GA",165000.0,147.52764489059683,0.16940914267026908,0.16477961768693516
"Utica, NY",NY,place,"New Hartford, NY",163250.0,77.76073162869896,0.03502772458342429,0.003976793946306234
"Tacoma, WA",WA,place,"DuPont, WA",529950.0,298.37480378234613,0.07055752930439341,0.07818684430104117
"Boston, MA",MA,place,"Danvers, MA",658500.0,377.440410674654,0.06373326975382576,0.054541393655950676
"Boston, MA",MA,place,"Danvers, MA",570000.0,328.719723183391,0.04849086317540152,0.04006712291905434
"Utica, NY",NY,place,"Webb, NY",1249500.0,531.5428798707137,0.18186219230571465,0.13697347510136293
"East Stroudsburg, PA",PA,place,"Pocono Pines, PA",527500.0,268.5312585312586,0.25952361932864876,0.2941307011361707
"Pittsburgh, PA",PA,place,"Export, PA",550000.0,160.63084112149534,0.15740472359654012,
"Merced, CA",CA,place,"Livingston, CA",490000.0,261.1358574610245,0.12566841929221884,0.09107629746010204
"Cleveland, OH",OH,place,"Oberlin, OH",110650.0,84.65155084413036,-0.009717376016519563,0.02318179308941093
"Columbus, IN",IN,place,"Columbus, IN",260000.0,128.04020085027906,0.06714479628270409,0.06080507291311932
"Cincinnati, OH",KY,place,"Independence, KY",299900.0,177.6777251184834,0.08071141304419438,0.06687521630410442
"Kansas City, MO",MO,place,"Buckner, MO",182700.0,157.63888888888889,0.06212065527825672,0.11505803611017473
"Peoria, IL",IL,place,"Pekin, IL",98950.0,83.715662511542,0.013245378370465355,0.04993915917744762
"Atlanta, GA",GA,place,"Heron Bay, GA",319500.0,164.16951997245178,0.07990176232938606,0.08853065675475058
"Minneapolis, MN",MN,place,"Hopkins, MN",467500.0,208.5178472709035,0.08861712511913655,0.055831083142933835
"Anaheim, CA",CA,place,"Huntington Beach, CA",1387500.0,724.6841554439012,0.06345023813903006,0.0574659599916818
"Holland, MI",MI,place,"Wayland, MI",276617.5,165.86677710276706,0.0712778121534936,0.09216881368309582
"Richmond, VA",VA,place,"Chamberlayne, VA",310000.0,227.4247491638796,0.06771066749454868,0.09349072562678229
"Anaheim, CA",CA,place,"Stanton, CA",730000.0,675.1110198619097,0.06003333966780389,0.07467432749298308
"Davenport, IA",IL,place,"Silvis, IL",159900.0,77.83018867924528,0.08728367807036919,0.02852303156982594
"Spartanburg, SC",SC,place,"Spartanburg, SC",211000.0,150.95502156500308,0.0028889805180127848,0.0937255918457025
"Traverse City, MI",MI,place,"Bear Lake, MI",349000.0,277.86624203821657,0.23880844422585779,0.2479663126416165
"Sebastian, FL",FL,place,"Indian River Shores, FL",1200000.0,471.0341093665404,0.1287311744300852,0.08623002972380656
"Vineland, NJ",NJ,place,"Vineland, NJ",238000.0,174.78991596638656,0.04381738510144939,0.0567625226512376
"Greeley, CO",CO,place,"Fort Lupton, CO",485000.0,241.77798249654535,0.15182360126506178,0.10194168034544049
"Detroit, MI",MI,place,"Taylor, MI",158500.0,154.1352081237061,0.12688293690776087,0.13653099501299137
"Gettysburg, PA",PA,place,"Lake Heritage, PA",332450.0,231.6724738675958,0.1027615938800881,0.07353721720051176
"Seattle, WA",WA,place,"SeaTac, WA",597500.0,343.90549662487945,0.1081369295926995,0.09658707902247898
"Buffalo, NY",NY,place,"South Lockport, NY",577344.0,264.47274393037105,0.1928940869200526,0.16485572210570298
"Houston, TX",TX,place,"Jacinto City, TX",182500.0,194.4350481559784,0.14964678335483472,0.1750456889673524
"Kansas City, MO",MO,place,"Higginsville, MO",198500.0,134.24657534246575,0.1681614080959648,0.1654634531804391
"Chicago, IL",IL,place,"Downers Grove, IL",505000.0,263.36625468991394,0.02358317513626984,0.02528940747541575
"Terre Haute, IN",IN,place,"North Terre Haute, IN",53000.0,32.47549019607843,-0.027436911256501384,-0.022600348243689727
"Detroit, MI",MI,place,"Hamtramck, MI",177500.0,143.50383293682262,0.11834818275291736,0.12000867698113438
"Washington, DC",MD,place,"Bowie, MD",481000.0,244.14171936237057,0.04358651570451566,0.059536258465573644
"Detroit, MI",MI,place,"Southgate, MI",188500.0,172.07414062759975,0.09430054609542471,0.10231157242595312
"St. Louis, MO",MO,place,"New Haven, MO",90000.0,40.65040650406504,-0.014354106121585164,-0.05560649840005938
"Houston, TX",TX,place,"Brookshire, TX",195000.0,111.68384879725086,0.05701623758829344,0.05562128055845039
"Trenton, NJ",NJ,place,"Hopewell, NJ",700000.0,577.5577557755776,0.036311209910314224,0.10347710697748114
"Boston, MA",MA,place,"Hanover, MA",793000.0,389.1069676153092,0.08522681010221334,0.0639411626150923
"Portland, OR",OR,place,"Amity, OR",390000.0,285.9477124183006,0.0710206413561183,0.10632720088500003
"Kalamazoo, MI",MI,place,"Vicksburg, MI",260000.0,110.40255081705858,0.04695885316898618,0.028223997575440585
"Chicago, IL",IL,place,"Glen Ellyn, IL",618000.0,257.5,0.05307595082462879,0.02171722806178278
"Baltimore, MD",MD,place,"Parkton, MD",575000.0,285.8200369092545,0.0344754489383472,0.062986662815945
"Montgomery County, PA",PA,place,"Souderton, PA",230000.0,195.57823129251705,0.012068171266339967,0.049121503457567384
"Portland, OR",WA,place,"Brush Prairie, WA",570000.0,358.3838158121231,0.07083781853445092,0.11321340595808449
"Austin, TX",TX,place,"San Marcos, TX",341890.0,198.48771266540643,0.07411808076451187,0.06490276557462038
"Hermiston, OR",OR,place,"Pendleton, OR",210000.0,149.4949494949495,0.045173891819142664,0.04683991286472944
"San Jose, CA",CA,place,"Monte Sereno, CA",2500000.0,1513.3171912832927,0.051832698004623534,0.07527197733413549
"Buffalo, NY",NY,place,"Lackawanna, NY",161375.0,122.71008764392508,0.12431142811818607,0.1312061129088946
"Corning, NY",NY,place,"Riverside, NY",117000.0,81.93277310924371,0.08873349876045844,0.0659689348957968
