total_population,median_home_value,median_gross_rent,state,zip_code
707,146400,87083,51,23128
767,467000,143125,51,23129
223,-666666666,-666666666,51,23130
625,253800,-666666666,51,23138
24647,270300,86152,51,23139
6431,250300,79850,51,23140
7026,263800,86432,51,23141
3257,366500,113654,51,23146
1799,179600,63264,51,23148
3116,220200,68906,51,23149
12862,176400,62183,51,23150
1372,327200,108250,51,23153
1811,143000,64207,51,23156
2557,-666666666,-666666666,51,23160
111,269400,-666666666,51,23161
27,-666666666,-666666666,51,23163
7703,282200,76453,51,23168
1069,186100,35337,51,23169
2227,-666666666,-666666666,51,23173
1575,264800,49688,51,23175
370,256300,56791,51,23176
664,203000,70509,51,23177
633,163200,55000,51,23180
5232,232100,71583,51,23181
47894,331800,84085,51,23185
251,-666666666,-666666666,51,23187
44499,331300,85899,51,23188
6903,296800,88152,51,23192
4504,195600,36890,51,23219
34934,297900,44461,51,23220
14842,401100,77816,51,23221
27212,147700,40147,51,23222
52309,158100,43505,51,23223
40546,127300,39485,51,23224
42937,210100,48603,51,23225
16458,360700,101679,51,23226
25931,237500,50339,51,23227
35704,183600,53626,51,23228
35325,332400,82758,51,23229
6871,207100,61086,51,23230
36564,189900,56872,51,23231
31605,349500,102976,51,23233
44783,168900,49899,51,23234
32627,238600,81534,51,23235
24286,225000,82045,51,23236
24711,167400,60245,51,23237
26132,308200,79924,51,23238
0,-666666666,-666666666,51,23250
18091,217500,62516,51,23294
1721,164400,44286,51,23301
162,-666666666,125966,51,23302
587,135100,-666666666,51,23303
36,-666666666,-666666666,51,23304
766,214100,69209,51,23306
704,-666666666,49886,51,23307
2133,146600,55625,51,23308
4351,212400,44079,51,23310
184,156500,38875,51,23313
9261,304200,79556,51,23314
1213,201400,58933,51,23315
521,138200,45476,51,23316
57619,256600,73192,51,23320
36212,265200,79424,51,23321
64972,352400,108037,51,23322
41074,254800,81886,51,23323
23893,172800,42023,51,23324
16250,218800,63521,51,23325
2899,279700,52848,51,23336
430,219800,45729,51,23337
730,231700,60972,51,23347
3551,139400,46681,51,23350
159,450000,144250,51,23354
1187,175400,75125,51,23356
747,224000,61055,51,23357
89,-666666666,56736,51,23358
666,165600,32375,51,23359
221,-666666666,-666666666,51,23389
558,114500,40407,51,23395
31,-666666666,53906,51,23398
151,114300,28906,51,23401
923,258100,61875,51,23405
828,77100,-666666666,51,23407
69,-666666666,24769,51,23408
158,227500,150000,51,23409
1326,151200,42431,51,23410
639,75000,42198,51,23413
174,-666666666,78053,51,23414
1603,116600,28397,51,23415
166,-666666666,30500,51,23416
3438,234700,51504,51,23417
963,192100,61875,51,23418
3739,120800,38472,51,23420
4423,151400,29337,51,23421
147,-666666666,-666666666,51,23422
419,219600,66250,51,23423
94,207900,-666666666,51,23426
238,123400,39028,51,23427
17245,280700,76698,51,23430
1506,330500,109833,51,23432
1214,358800,109000,51,23433
49625,228000,63386,51,23434
30626,286200,88880,51,23435
1019,289200,104205,51,23436
4308,222400,65662,51,23437
1795,247600,72143,51,23438
506,95000,41806,51,23440
125,-666666666,43250,51,23441
1263,121000,37443,51,23442
43230,446600,73810,51,23451
58996,250600,70845,51,23452
35019,237600,69932,51,23453
58904,306500,79984,51,23454
49263,299900,73220,51,23455
54337,349900,107262,51,23456
4180,381400,82222,51,23457
1430,-666666666,60156,51,23459
2024,-666666666,-666666666,51,23460
453,-666666666,-666666666,51,23461
65906,212900,67082,51,23462
76421,263800,80399,51,23464
380,-666666666,33849,51,23480
23,-666666666,-666666666,51,23486
5728,188400,67259,51,23487
366,220200,46956,51,23488
21363,193200,57750,51,23502
31915,198300,53963,51,23503
23330,181800,28945,51,23504
30270,238500,50415,51,23505
6795,381500,76432,51,23507
21697,315000,56753,51,23508
13567,189400,53363,51,23509
8913,303200,55600,51,23510
13773,-666666666,61016,51,23511
30384,164100,49311,51,23513
4543,249400,56450,51,23517
29301,221100,59299,51,23518
7561,166800,30472,51,23523
1189,-666666666,-666666666,51,23551
25005,193900,59076,51,23601
38821,211500,63039,51,23602
3907,174400,51588,51,23603
6900,-666666666,54188,51,23604
13801,140300,42330,51,23605
28772,244800,57969,51,23606
23067,116800,33099,51,23607
43058,193300,56422,51,23608
479,-666666666,87417,51,23651
12812,160900,50843,51,23661
12066,322600,97242,51,23662
13528,155700,52412,51,23663
9593,203100,68088,51,23664
6363,132400,66350,51,23665
52249,193800,57132,51,23666
40996,194700,54745,51,23669
4374,265500,67212,51,23690
152,-666666666,-666666666,51,23691
18273,325400,87513,51,23692
24311,357700,101478,51,23693
3696,375100,97344,51,23696
23951,162900,55929,51,23701
11020,139900,42257,51,23702
26655,218100,66739,51,23703
17592,141900,37851,51,23704
14685,165700,46419,51,23707
508,-666666666,-666666666,51,23708
686,-666666666,-666666666,51,23709
5763,225000,70114,51,23801
38187,143800,44962,51,23803
19440,160500,56411,51,23805
1640,-666666666,-666666666,51,23806
2016,112100,55198,51,23821
6476,152900,43549,51,23824
1491,130400,51625,51,23827
333,146900,67361,51,23828
2454,171300,89848,51,23829
1565,210900,88056,51,23830
35964,232000,76388,51,23831
38329,226300,88562,51,23832
2216,185500,55563,51,23833
26017,174300,60631,51,23834
13787,237300,85808,51,23836
4406,183100,49414,51,23837
16666,339600,113224,51,23838
936,154800,68125,51,23839
2719,154600,64583,51,23840
3266,197200,65781,51,23841
6458,215700,84152,51,23842
417,99000,48500,51,23843
612,86400,35208,51,23844
519,224600,82685,51,23845
852,160700,59071,51,23846
15717,120800,35667,51,23847
1211,151000,56714,51,23850
13437,177400,47631,51,23851
907,102400,45708,51,23856
687,196700,58013,51,23857
30524,140400,42934,51,23860
1974,198700,67725,51,23866
1930,120200,46316,51,23867
6986,111900,31342,51,23868
2549,148600,52000,51,23872
924,162100,52750,51,23874
12313,206000,63574,51,23875
267,89400,41250,51,23876
989,208000,64943,51,23878
512,85700,68977,51,23879
2023,225300,53209,51,23881
2136,113900,51719,51,23882
2065,229900,61528,51,23883
38,-666666666,-666666666,51,23884
2542,199100,72900,51,23885
307,-666666666,-666666666,51,23887
2420,117700,50000,51,23888
748,84000,43894,51,23889
4396,144300,54063,51,23890
2112,-666666666,-666666666,51,23891
286,133800,60433,51,23893
807,142000,94891,51,23894
516,84000,41667,51,23897
2190,226500,72111,51,23898
330,158600,37857,51,23899
18397,170500,47234,51,23901
447,-666666666,-666666666,51,23909
1215,141700,51833,51,23915
2778,158000,50568,51,23917
2436,223900,47237,51,23919
2975,131200,47215,51,23920
1297,124800,43917,51,23921
4551,162100,59811,51,23922
3083,150700,41770,51,23923
5625,105100,38580,51,23924
4074,188600,51875,51,23927
4919,139100,42878,51,23930
524,123600,56488,51,23934
8215,137600,48936,51,23936
1794,96300,37266,51,23937
233,97000,77917,51,23938
1239,122800,38188,51,23942
54,-666666666,-666666666,51,23943
3096,133600,43267,51,23944
3927,125800,44375,51,23947
3870,116300,36647,51,23950
238,153800,26722,51,23952
1663,96400,40965,51,23954
3318,149600,43857,51,23958
1198,107400,60100,51,23959
1541,119800,48633,51,23960
830,119100,73281,51,23962
88,-666666666,-666666666,51,23963
1278,86300,34792,51,23964
2286,187900,55254,51,23966
1137,82200,43984,51,23967
604,107300,40119,51,23968
8616,144400,41740,51,23970
5608,118800,42049,51,23974
34,-666666666,-666666666,51,23976
518,932700,52218,51,24011
30220,134300,46414,51,24012
8478,86500,35915,51,24013
16605,178400,60403,51,24014
14677,178000,56016,51,24015
8759,121100,27856,51,24016
23699,110300,34368,51,24017
38341,229600,69989,51,24018
27722,184300,72593,51,24019
632,-666666666,-666666666,51,24020
2646,124700,40333,51,24053
6367,96800,40828,51,24054
12402,88900,36832,51,24055
242,132700,-666666666,51,24058
853,226600,76938,51,24059
55676,305300,53018,51,24060
5046,186700,71553,51,24064
6098,196800,68407,51,24065
5295,158400,63403,51,24066
2368,162300,56618,51,24067
1644,107800,54583,51,24069
1827,223700,69598,51,24070
1029,166800,54766,51,24072
30710,192500,60039,51,24073
1362,163500,58393,51,24076
769,204900,50634,51,24077
7527,104300,39399,51,24078
1817,110800,40916,51,24079
650,112500,67083,51,24082
2910,296300,81471,51,24083
11002,150700,51399,51,24084
2139,152800,42700,51,24085
113,-666666666,-666666666,51,24086
3789,133300,57633,51,24087
5472,117700,46287,51,24088
2440,80900,46184,51,24089
5028,259100,86625,51,24090
7739,199000,52962,51,24091
2445,137000,53317,51,24092
101,126800,75000,51,24093
4332,189400,58750,51,24095
6290,209000,69325,51,24101
1552,156000,40046,51,24102
3452,272700,71670,51,24104
468,139800,43780,51,24105
29448,97000,36646,51,24112
1477,126300,41588,51,24120
11145,266200,68125,51,24121
1600,137800,53715,51,24122
4785,98900,48583,51,24124
3860,153300,48707,51,24127
1948,183000,61435,51,24128
15,-666666666,-666666666,51,24130
10,-666666666,-666666666,51,24131
282,-666666666,-666666666,51,24132
2258,104000,43828,51,24133
5200,126300,57016,51,24134
3156,125600,56071,51,24136
2530,256500,56950,51,24137
1618,175000,82569,51,24138
359,159700,-666666666,51,24139
22989,177100,48664,51,24141
2745,-666666666,-666666666,51,24142
1418,118100,50278,51,24147
8475,111000,41364,51,24148
3401,186400,61346,51,24149
820,122100,70785,51,24150
20436,147400,46585,51,24151
37849,190500,61959,51,24153
505,114800,46522,51,24161
2381,160600,57371,51,24162
1259,114800,37837,51,24165
206,99000,-666666666,51,24167
385,85900,30400,51,24168
8327,117900,45410,51,24171
2898,93300,47014,51,24174
8142,247300,80238,51,24175
1257,499300,92292,51,24176
18258,170200,53254,51,24179
4586,243700,56711,51,24184
458,147700,60500,51,24185
16252,108100,36867,51,24201
11127,147400,47077,51,24202
16337,150500,43997,51,24210
10032,211200,64219,51,24211
2712,50500,27250,51,24216
278,63900,19000,51,24217
11393,117300,50998,51,24219
1049,84900,41929,51,24220
596,121300,28906,51,24221
5866,87700,35200,51,24224
2283,80900,33405,51,24225
1154,90900,29848,51,24226
6449,87900,32853,51,24228
8092,77100,39811,51,24230
3092,113500,32587,51,24236
865,81900,23472,51,24237
241,82700,26932,51,24239
1948,104100,48537,51,24243
5881,86600,37500,51,24244
757,62700,32393,51,24245
492,-666666666,31161,51,24246
2465,94000,31296,51,24248
1309,89600,39597,51,24250
8275,93900,43848,51,24251
3471,59600,27975,51,24256
1577,115100,36989,51,24258
5340,84200,31299,51,24260
5875,89100,36536,51,24263
707,33000,20776,51,24265
8986,119500,42872,51,24266
390,129700,-666666666,51,24269
793,-666666666,42038,51,24270
2319,106300,33056,51,24271
716,83500,18148,51,24272
6072,73900,30667,51,24273
6906,80500,25806,51,24277
5247,76500,36934,51,24279
850,156500,44118,51,24280
2483,89500,28472,51,24281
865,-666666666,27386,51,24282
2130,87500,33559,51,24283
1968,108700,33462,51,24290
392,78500,24844,51,24292
9575,108200,40060,51,24293
14164,116800,51072,51,24301
1475,73700,32115,51,24311
1678,97800,37044,51,24312
917,68800,35417,51,24313
1403,85500,50057,51,24314
3563,125700,50602,51,24315
0,-666666666,-666666666,51,24316
3903,99500,38947,51,24317
599,75700,50179,51,24318
7228,121100,49114,51,24319
99,-666666666,-666666666,51,24322
893,156300,51705,51,24323
1853,167800,68482,51,24324
1020,116800,37115,51,24325
1030,115300,47955,51,24326
1748,130100,47885,51,24328
3078,89800,30885,51,24330
17768,101200,39911,51,24333
6050,150500,47668,51,24340
9597,126900,44981,51,24343
1619,187700,53333,51,24347
4760,108200,37125,51,24348
1179,68300,41042,51,24350
447,68800,16783,51,24351
839,120700,28675,51,24352
13934,97300,38389,51,24354
5802,107000,54923,51,24360
5795,124300,57198,51,24361
1290,116000,33500,51,24363
548,157500,39492,51,24366
5252,132400,50727,51,24368
6821,73100,34926,51,24370
791,82300,36975,51,24374
1888,90300,52029,51,24375
329,133100,51083,51,24377
998,109900,26528,51,24378
2696,160200,56667,51,24380
3826,116700,55573,51,24381
13780,150400,48202,51,24382
35718,189700,53770,51,24401
52,-666666666,-666666666,51,24411
27,-666666666,-666666666,51,24412
269,152800,49821,51,24413
0,-666666666,-666666666,51,24415
8756,129500,40422,51,24416
4029,202400,72462,51,24421
5924,99500,42803,51,24422
13451,105900,46565,51,24426
3829,137200,31250,51,24430
2571,95900,42887,51,24431
286,232700,61250,51,24432
73,116100,47813,51,24433
2028,225300,51134,51,24435
705,251900,64659,51,24437
1227,160400,39643,51,24439
2948,164000,66928,51,24440
6190,177800,59740,51,24441
123,-666666666,-666666666,51,24442
2798,154800,48387,51,24445
256,68600,35625,51,24448
17140,259100,57654,51,24450
207,48300,23462,51,24457
401,154100,30398,51,24458
728,222700,74978,51,24459
1182,205600,57581,51,24460
168,-666666666,-666666666,51,24464
1239,200800,54028,51,24465
2363,241200,96000,51,24467
1791,172200,62981,51,24471
1722,247800,31667,51,24472
889,347800,45000,51,24473
672,76300,50208,51,24474
225,211300,74464,51,24476
10894,203300,63184,51,24477
1539,277400,45495,51,24479
5267,179600,56964,51,24482
582,173200,55703,51,24483
549,109800,46786,51,24484
333,173100,52917,51,24485
3304,254600,60369,51,24486
322,307100,65617,51,24487
28036,117900,38182,51,24501
46044,166100,50112,51,24502
19349,233400,75353,51,24503
9765,153500,41264,51,24504
4743,121400,38293,51,24517
2261,88000,58750,51,24520
9830,175900,54712,51,24521
9206,153800,55652,51,24522
19711,170100,51632,51,24523
1264,152100,58167,51,24526
2884,135400,53803,51,24527
3126,103300,42688,51,24528
2050,147900,46944,51,24529
932,102400,52955,51,24530
8818,134100,51491,51,24531
1208,112500,34654,51,24534
286,209300,86964,51,24536
5591,151800,55795,51,24538
80,-666666666,34904,51,24539
31607,107600,40280,51,24540
27114,108600,39059,51,24541
3805,133000,49605,51,24549
7272,144600,60321,51,24550
25625,256400,81991,51,24551
1489,114500,48833,51,24553
3952,114300,48696,51,24554
2245,130000,39318,51,24555
3218,254700,67773,51,24556
7696,106200,38604,51,24557
5813,124800,34872,51,24558
526,163300,54107,51,24562
5290,110400,44015,51,24563
815,92600,32500,51,24565
1386,84000,60820,51,24566
938,102300,50882,51,24569
0,-666666666,-666666666,51,24570
2310,141600,52162,51,24571
16691,143500,50915,51,24572
4009,162200,60429,51,24574
4720,90400,33416,51,24577
926,178800,50602,51,24578
1256,125600,45817,51,24579
531,100900,48750,51,24580
27,-666666666,-666666666,51,24581
5819,115400,48388,51,24586
9936,147700,46051,51,24588
3170,123400,47425,51,24589
7779,179500,58511,51,24590
13342,127800,44707,51,24592
2260,161800,72589,51,24593
1600,125700,37276,51,24594
639,-666666666,106154,51,24595
1151,135200,42440,51,24597
1677,121700,64491,51,24598
1083,115700,49821,51,24599
0,-666666666,-666666666,51,24601
670,85900,36250,51,24602
766,56300,26179,51,24603
189,40300,17616,51,24604
7870,107300,48062,51,24605
209,54500,-666666666,51,24606
254,125000,41667,51,24607
7136,113400,43312,51,24609
165,-666666666,-666666666,51,24612
560,85000,36932,51,24613
7198,85100,36552,51,24614
2932,45100,23673,51,24620
839,71700,28365,51,24622
250,62300,-666666666,51,24628
7148,104500,43750,51,24630
2334,69000,32500,51,24631
462,87700,31042,51,24634
1420,46300,19036,51,24635
3683,117800,54742,51,24637
3412,69800,33169,51,24639
5489,85400,31300,51,24641
642,61800,35694,51,24646
2705,76600,40801,51,24649
5665,118900,49904,51,24651
2906,77700,41958,51,24656
381,76500,36838,51,24657
19800,83100,36106,54,24701
2264,109200,39231,54,24712
157,68800,-666666666,54,24714
426,55000,35000,54,24715
367,17600,-666666666,54,24716
30,-666666666,-666666666,54,24719
107,109200,56250,54,24724
731,34700,22328,54,24726
237,32800,27292,54,24729
162,58400,-666666666,54,24731
583,108300,-666666666,54,24733
584,52900,30833,54,24736
179,-666666666,-666666666,54,24737
264,133800,72938,54,24738
30073,112900,43586,54,24740
2958,67800,30109,54,24747
4051,54300,31293,54,24801
518,23700,30139,54,24808
678,23500,47431,54,24811
155,-666666666,-666666666,54,24813
723,53200,27188,54,24815
139,-666666666,60110,54,24816
876,38000,19408,54,24817
1214,71900,41797,54,24818
823,92800,53225,54,24822
489,-666666666,36667,54,24823
66,-666666666,24464,54,24826
1342,72700,60737,54,24827
815,20900,26429,54,24828
111,28800,-666666666,54,24830
142,53300,-666666666,54,24831
459,75300,-666666666,54,24834
671,53400,40192,54,24836
1559,52000,50194,54,24839
72,-666666666,-666666666,54,24843
1178,50500,16512,54,24844
452,84000,-666666666,54,24845
39,-666666666,-666666666,54,24846
258,-666666666,-666666666,54,24847
150,27700,28750,54,24848
212,162500,-666666666,54,24849
501,51300,19844,54,24850
654,69100,35393,54,24851
436,-666666666,-666666666,54,24853
257,-666666666,-666666666,54,24854
575,70800,36250,54,24857
246,95200,29653,54,24860
114,-666666666,2499,54,24861
602,-666666666,13650,54,24862
356,-666666666,27656,54,24866
426,46900,-666666666,54,24867
1114,29700,25673,54,24868
362,-666666666,-666666666,54,24869
2711,61700,41111,54,24870
201,36400,46250,54,24871
583,-666666666,24556,54,24872
622,57500,49107,54,24873
3151,97900,55990,54,24874
529,-666666666,27667,54,24878
602,-666666666,28235,54,24879
451,135700,-666666666,54,24880
373,44800,35662,54,24881
326,53300,28000,54,24882
311,22500,42652,54,24884
51,-666666666,-666666666,54,24887
68,46300,-666666666,54,24888
1702,37400,26000,54,24892
128,52700,25833,54,24894
63,-666666666,-666666666,54,24898
9506,188400,39607,54,24901
5279,89500,36094,54,24910
511,126400,38214,54,24915
618,144300,39853,54,24916
2074,103200,53325,54,24918
305,81700,20278,54,24920
470,132700,27019,54,24924
509,182500,27125,54,24925
123,87600,21635,54,24927
1401,119100,33958,54,24931
351,169900,37500,54,24934
390,100400,45043,54,24935
1693,157600,66484,54,24938
1172,63500,39643,54,24941
529,157200,49464,54,24944
301,-666666666,30664,54,24945
1217,115100,47254,54,24946
1628,116500,45913,54,24951
3927,117500,40255,54,24954
150,231500,-666666666,54,24957
114,-666666666,-666666666,54,24962
3737,113800,51417,54,24963
1473,118600,32500,54,24966
4508,107200,43850,54,24970
328,86600,38466,54,24974
1075,143200,37604,54,24976
447,185200,36481,54,24977
351,86900,37260,54,24981
2220,111100,31136,54,24983
160,322000,25714,54,24984
5477,111700,38728,54,24986
767,150600,51771,54,24991
0,-666666666,-666666666,54,25002
2664,116100,49184,54,25003
150,-666666666,-666666666,54,25005
628,58400,-666666666,54,25007
205,73600,35221,54,25008
1157,52700,26607,54,25009
564,78800,30526,54,25011
3778,95500,50333,54,25015
541,55200,33818,54,25019
285,-666666666,35556,54,25021
344,-666666666,-666666666,54,25022
566,85700,28563,54,25024
105,-666666666,-666666666,54,25025
285,47700,24375,54,25028
401,55300,49583,54,25030
755,84000,46500,54,25031
1921,78300,47138,54,25033
1105,47200,25897,54,25035
163,-666666666,-666666666,54,25036
811,54600,46744,54,25039
591,83800,61397,54,25040
1554,102200,36042,54,25043
232,-666666666,41719,54,25044
5061,103300,36968,54,25045
166,52000,21786,54,25047
63,-666666666,-666666666,54,25048
326,-666666666,42976,54,25049
297,72600,-666666666,54,25051
4647,82100,45903,54,25053
499,-666666666,-666666666,54,25054
414,47400,44602,54,25057
468,58100,61250,54,25059
336,33100,33726,54,25060
842,74500,63438,54,25061
127,45900,22031,54,25062
2125,83200,33798,54,25063
9033,97000,44058,54,25064
1251,86200,44866,54,25067
1540,144200,57723,54,25070
11904,127500,51820,54,25071
904,53500,37622,54,25075
294,-666666666,-666666666,54,25076
1093,103100,55075,54,25081
2000,229800,73906,54,25082
780,86000,48438,54,25083
1048,65300,45593,54,25085
717,85200,47083,54,25086
184,-666666666,13702,54,25088
117,70900,-666666666,54,25090
310,36700,-666666666,54,25093
189,44000,33269,54,25102
304,54700,44779,54,25103
598,64200,19922,54,25106
570,51300,-666666666,54,25107
251,64600,-666666666,54,25108
606,133400,-666666666,54,25109
299,58600,22930,54,25110
584,65800,21771,54,25111
75,-666666666,-666666666,54,25112
583,128900,30688,54,25113
272,77200,-666666666,54,25114
110,48200,32353,54,25115
842,79800,49125,54,25118
124,56400,41250,54,25119
952,-666666666,29271,54,25121
3333,97300,42039,54,25123
1282,73700,-666666666,54,25124
1121,68600,48618,54,25125
98,-666666666,-666666666,54,25126
3152,108900,40676,54,25130
80,-666666666,-666666666,54,25132
1032,78000,24133,54,25133
302,47800,-666666666,54,25134
1793,75900,26307,54,25136
389,140300,-666666666,54,25139
1066,28900,23189,54,25140
130,155200,-666666666,54,25141
486,63800,55000,54,25142
7890,100100,43183,54,25143
443,52300,48750,54,25148
230,-666666666,39375,54,25149
285,55000,-666666666,54,25152
746,69900,24650,54,25154
165,-666666666,32724,54,25156
5634,113200,44615,54,25159
163,-666666666,-666666666,54,25160
401,52600,-666666666,54,25161
368,129600,56667,54,25162
935,89600,36648,54,25164
771,128600,83611,54,25165
3134,130300,78254,54,25168
459,-666666666,45602,54,25169
404,48900,29063,54,25173
615,-666666666,67614,54,25174
22737,106500,46601,54,25177
93,-666666666,-666666666,54,25180
920,51300,33333,54,25181
39,-666666666,-666666666,54,25183
851,-666666666,-666666666,54,25185
1104,113400,31000,54,25186
892,-666666666,-666666666,54,25187
843,33300,47875,54,25193
32,-666666666,-666666666,54,25201
1239,112700,49650,54,25202
17,-666666666,-666666666,54,25203
121,16500,41042,54,25204
347,72100,27270,54,25205
280,53500,63824,54,25206
801,50900,35347,54,25208
1137,56800,34922,54,25209
100,-666666666,-666666666,54,25211
6126,182100,71632,54,25213
450,67300,-666666666,54,25214
1060,88900,42045,54,25234
1146,65200,17402,54,25235
2219,131400,39700,54,25239
1890,137900,76290,54,25241
470,108600,29744,54,25243
583,159100,50982,54,25244
600,-666666666,57895,54,25245
530,74000,50156,54,25247
3452,162700,53750,54,25248
289,147400,42578,54,25251
1232,138600,71607,54,25252
2423,134400,54219,54,25253
626,130400,47404,54,25259
1494,73500,36838,54,25260
131,65000,-666666666,54,25261
890,115000,42188,54,25262
241,163600,45074,54,25264
1678,79200,38226,54,25265
713,89800,53438,54,25266
538,50500,29464,54,25267
964,69500,27200,54,25268
984,103200,55833,54,25270
9769,126000,42515,54,25271
1755,131800,52978,54,25275
7448,85000,32184,54,25276
512,-666666666,47261,54,25285
1700,129600,38313,54,25286
1107,71600,30370,54,25287
2653,141600,22973,54,25301
13312,111300,40156,54,25302
6764,140900,58820,54,25303
8261,184800,54688,54,25304
0,-666666666,-666666666,54,25305
7106,76500,47228,54,25306
13554,121200,50509,54,25309
10964,98700,40920,54,25311
14728,99600,39239,54,25312
11650,136800,56127,54,25313
14027,197900,80625,54,25314
3638,68100,38700,54,25315
6385,90300,37241,54,25320
14790,153900,41192,54,25401
13829,249500,75108,54,25403
21729,168900,58471,54,25404
14213,172900,71754,54,25405
12725,195300,52472,54,25411
8719,168700,59286,54,25413
18252,268900,82103,54,25414
11062,192000,70019,54,25419
4050,198200,67500,54,25420
1598,124000,36138,54,25422
13853,236900,83458,54,25425
14400,196400,68263,54,25427
12903,179700,67716,54,25428
8517,248600,72567,54,25430
321,-666666666,-666666666,54,25431
105,-666666666,39844,54,25432
2821,127800,57339,54,25434
274,169900,-666666666,54,25437
6619,182000,66417,54,25438
1971,242500,82813,54,25442
7634,295400,91250,54,25443
164,289000,-666666666,54,25444
1193,340900,122557,54,25446
1198,106400,49056,54,25501
932,77600,38966,54,25502
1388,105800,52379,54,25503
13245,148800,49357,54,25504
336,-666666666,25163,54,25505
5097,61300,33750,54,25506
776,119100,36923,54,25507
9420,117800,43717,54,25508
5154,151500,66447,54,25510
765,62300,17009,54,25511
919,104300,29673,54,25512
3914,81200,39028,54,25514
2042,83400,46597,54,25515
1487,27900,21582,54,25517
1497,-666666666,60474,54,25520
865,107000,49375,54,25521
3057,87700,32170,54,25523
2803,67800,32315,54,25524
21706,191800,62930,54,25526
944,72800,43977,54,25529
5636,91800,36853,54,25530
325,-666666666,-666666666,54,25534
2796,116700,62231,54,25535
1215,117200,41859,54,25537
245,31900,18426,54,25540
10188,143500,43656,54,25541
4543,156900,70809,54,25545
760,100500,-666666666,54,25547
8261,95700,48295,54,25550
1903,100900,37784,54,25555
1729,43600,31779,54,25557
1672,109700,45789,54,25559
8249,217100,90216,54,25560
1174,151200,63844,54,25564
556,69200,24663,54,25565
579,110500,35491,54,25567
5792,97500,30829,54,25570
2413,136500,47531,54,25571
809,112500,48077,54,25573
5565,87500,47973,54,25601
1531,88700,42679,54,25606
1074,59500,30057,54,25607
1108,65000,47589,54,25608
891,50400,-666666666,54,25611
706,128300,32945,54,25617
1626,55700,34583,54,25621
196,102300,-666666666,54,25624
1303,77100,48333,54,25625
193,-666666666,31838,54,25628
573,55200,31406,54,25630
374,-666666666,17431,54,25632
440,-666666666,33169,54,25634
1658,112800,54500,54,25635
1060,71800,32000,54,25637
1062,66300,59205,54,25638
451,87900,26492,54,25639
282,-666666666,20547,54,25644
792,77700,29469,54,25646
723,70700,35536,54,25647
946,93500,51525,54,25649
215,80500,28224,54,25650
641,76500,19643,54,25651
1250,74200,30481,54,25652
353,84100,-666666666,54,25653
196,84400,35625,54,25654
5852,84500,30625,54,25661
544,-666666666,30052,54,25666
1346,32400,25820,54,25669
5586,89700,40942,54,25670
1471,68500,35602,54,25671
303,-666666666,19591,54,25672
2643,97900,28616,54,25674
1350,76000,38750,54,25676
1517,71700,27313,54,25678
352,82800,54776,54,25688
270,73800,34402,54,25690
1118,65800,27188,54,25692
168,65800,41250,54,25696
124,-666666666,-666666666,54,25699
20375,123800,36549,54,25701
7169,76800,28721,54,25702
7463,69000,16587,54,25703
16666,99800,40055,54,25704
21231,126700,42433,54,25705
32467,114300,42875,54,25801
66,-666666666,-666666666,54,25810
28,-666666666,-666666666,54,25811
1712,77100,38656,54,25812
8341,119700,40063,54,25813
708,58700,55938,54,25817
457,-666666666,36544,54,25818
454,110400,41810,54,25820
2074,77900,31490,54,25823
2180,128000,74516,54,25825
190,50800,-666666666,54,25826
1955,88900,50758,54,25827
1856,93900,54423,54,25831
3925,170000,82027,54,25832
394,-666666666,-666666666,54,25836
410,122200,53750,54,25837
324,-666666666,-666666666,54,25839
7400,104300,42109,54,25840
507,-666666666,42500,54,25841
1101,146800,-666666666,54,25843
1332,87700,69528,54,25844
582,42300,42589,54,25845
325,-666666666,22474,54,25846
275,-666666666,51652,54,25848
360,-666666666,36030,54,25849
14,-666666666,-666666666,54,25853
1063,143500,50250,54,25854
251,-666666666,-666666666,54,25855
78,-666666666,-666666666,54,25857
147,-666666666,-666666666,54,25862
305,-666666666,-666666666,54,25864
1380,73200,48708,54,25865
425,83500,49853,54,25868
42,-666666666,-666666666,54,25870
813,66800,28306,54,25871
441,114000,39095,54,25873
706,-666666666,41956,54,25875
88,-666666666,-666666666,54,25876
693,123000,41635,54,25878
221,-666666666,63047,54,25879
6461,87500,42804,54,25880
1862,71600,45417,54,25882
11576,98900,38947,54,25901
189,93800,-666666666,54,25902
353,93800,-666666666,54,25904
364,93900,37917,54,25906
93,-666666666,-666666666,54,25907
144,-666666666,55809,54,25908
88,-666666666,-666666666,54,25911
282,103200,46010,54,25913
139,-666666666,35667,54,25915
255,-666666666,-666666666,54,25916
2202,88400,30776,54,25917
4507,154900,53482,54,25918
176,-666666666,-666666666,54,25920
2269,59200,29954,54,25921
285,-666666666,53092,54,25922
343,55600,-666666666,54,25928
424,90700,73913,54,25932
61,-666666666,88194,54,25936
1294,157600,55313,54,25938
178,-666666666,45750,54,25942
6301,105100,34922,54,25951
924,62200,32292,54,25958
3057,83800,36266,54,25962
1118,72700,41641,54,25969
910,161100,68750,54,25971
346,63100,-666666666,54,25972
2419,82500,49179,54,25976
178,-666666666,-666666666,54,25977
507,164800,45000,54,25978
717,85300,27350,54,25979
526,38100,24279,54,25981
1495,82000,40074,54,25984
482,100900,47969,54,25985
110,-666666666,-666666666,54,25989
41198,124900,50467,54,26003
590,51700,52031,54,26030
1562,64100,35851,54,26031
1120,89500,55417,54,26032
2068,105500,37361,54,26033
