total_population,median_home_value,median_gross_rent,state,zip_code
11802,135800,49604,27,56031
282,56900,53333,27,56032
369,76700,55139,27,56033
493,140200,52083,27,56034
349,139700,53500,27,56035
1908,118400,56708,27,56036
1637,164700,72250,27,56037
841,115900,70000,27,56039
1068,157700,68036,27,56041
712,114900,58375,27,56042
433,118800,53125,27,56043
2132,203500,86389,27,56044
983,113600,61071,27,56045
91,88800,44500,27,56046
101,87500,90417,27,56047
4289,169500,70980,27,56048
1440,206600,65739,27,56050
706,58600,53158,27,56051
762,234800,72188,27,56052
1054,122600,80000,27,56054
4095,173100,70000,27,56055
91,54100,46250,27,56056
3910,176900,68378,27,56057
5745,169800,63198,27,56058
429,57000,51719,27,56060
3535,128800,53603,27,56062
2909,290000,94948,27,56063
2801,157400,66118,27,56065
963,127700,62188,27,56068
4697,186400,67000,27,56069
12878,285700,88194,27,56071
2189,142500,60152,27,56072
16405,152000,65906,27,56073
2099,189500,79107,27,56074
145,59400,45833,27,56075
471,152700,75625,27,56078
707,148400,70714,27,56080
5803,97100,54617,27,56081
14475,182900,61153,27,56082
850,87000,52656,27,56083
5280,137300,58860,27,56085
2952,113500,58097,27,56087
1767,101900,56250,27,56088
150,56300,37813,27,56089
656,123500,66094,27,56090
337,102300,56250,27,56091
12287,160900,54057,27,56093
3021,178500,57759,27,56096
3692,99100,52664,27,56097
2105,92900,58170,27,56098
5871,105200,51337,27,56101
1825,124000,61354,27,56110
384,112500,66429,27,56111
217,84400,62917,27,56113
348,112500,63125,27,56114
1381,133500,59750,27,56115
826,184700,69531,27,56116
403,95800,68611,27,56117
416,108800,67917,27,56118
964,135800,70179,27,56119
869,75300,57500,27,56120
607,75000,49342,27,56121
613,88500,59250,27,56122
434,104800,53611,27,56123
52,39600,68750,27,56125
415,64000,43125,27,56127
2102,132800,61818,27,56128
777,79300,55000,27,56129
2310,117200,59286,27,56131
431,191300,60417,27,56132
409,105400,57614,27,56134
1090,87700,45500,27,56136
1171,97900,65667,27,56137
906,119500,64688,27,56138
455,117000,54821,27,56139
38,72100,-666666666,27,56140
285,91100,57083,27,56141
982,76100,52589,27,56142
4159,136400,56995,27,56143
1184,90900,46964,27,56144
549,65400,60132,27,56145
88,105800,48750,27,56146
182,87400,58125,27,56147
1082,124000,51979,27,56149
2676,108000,53208,27,56150
762,118100,66786,27,56151
1341,96700,60769,27,56152
219,62800,46875,27,56153
426,93800,58750,27,56155
5825,157100,63041,27,56156
727,165000,67667,27,56157
428,145800,65221,27,56158
2774,84300,48447,27,56159
250,75000,56500,27,56160
349,85400,56607,27,56161
247,77200,60417,27,56162
5329,100400,50634,27,56164
429,135000,68125,27,56165
210,106300,55625,27,56166
630,101300,53750,27,56167
806,122800,61667,27,56168
628,132100,70250,27,56169
644,84500,63203,27,56170
1814,103500,61618,27,56171
2984,121300,57250,27,56172
323,95800,59432,27,56173
404,66800,52292,27,56174
3202,99500,56042,27,56175
1111,83200,59097,27,56176
53,58300,51875,27,56177
1891,107900,55893,27,56178
1180,84300,57500,27,56180
1119,100400,53125,27,56181
1301,76000,56500,27,56183
551,103500,55208,27,56185
321,120000,52292,27,56186
14574,139800,52699,27,56187
23562,149400,51860,27,56201
256,149000,66250,27,56207
2051,73600,42361,27,56208
2216,153700,60625,27,56209
5,-666666666,-666666666,27,56210
423,81100,59643,27,56211
508,71400,42386,27,56212
667,82000,50833,27,56214
4281,119100,52016,27,56215
658,119900,64327,27,56216
467,150000,65417,27,56218
1106,93300,48250,27,56219
2653,104800,54375,27,56220
716,86900,65000,27,56221
2086,132800,61806,27,56222
1435,85900,55000,27,56223
348,101800,57500,27,56224
728,89700,48214,27,56225
220,128600,66667,27,56226
205,110400,61875,27,56227
950,86600,51838,27,56228
1921,168600,65000,27,56229
805,102600,56071,27,56230
390,120400,63750,27,56231
2392,101500,53375,27,56232
484,95000,60000,27,56235
348,92500,64167,27,56236
519,86700,44773,27,56237
627,153700,68125,27,56239
983,99200,57750,27,56240
3858,139600,62803,27,56241
1670,146900,54868,27,56243
1529,126400,64583,27,56244
731,95900,70250,27,56245
751,100400,46528,27,56248
283,73100,71719,27,56249
848,146000,63750,27,56251
1185,121800,53676,27,56252
1084,176800,63523,27,56253
362,115600,64167,27,56255
2412,82600,52614,27,56256
505,52500,51389,27,56257
15505,164500,54324,27,56258
838,95300,60114,27,56260
624,79300,53125,27,56262
463,111600,60625,27,56263
2080,122000,68125,27,56264
7324,117900,54863,27,56265
1471,104400,54095,27,56266
7003,180300,58750,27,56267
1137,79300,49500,27,56270
1161,119900,64167,27,56271
4926,224700,68240,27,56273
206,160400,81917,27,56274
200,71700,53250,27,56276
3089,136900,63150,27,56277
2661,105000,56354,27,56278
1397,183800,69375,27,56279
431,125000,65577,27,56280
660,138900,66875,27,56281
1659,139000,67986,27,56282
6310,120100,55521,27,56283
2039,89700,65313,27,56284
1200,85000,59464,27,56285
81,55000,43125,27,56287
4718,277700,78790,27,56288
639,216400,62708,27,56289
436,122200,54643,27,56291
604,88900,52344,27,56292
1287,137200,58250,27,56293
55,55500,44750,27,56294
296,70000,57917,27,56295
1894,79000,47582,27,56296
865,86600,60357,27,56297
34524,190600,52199,27,56301
25490,151200,51813,27,56303
16701,161800,49917,27,56304
5427,210500,73628,27,56307
25235,223000,64132,27,56308
1394,187500,56750,27,56309
5383,223000,78705,27,56310
743,159200,59792,27,56311
2673,158100,65000,27,56312
104,83600,43750,27,56313
1157,209800,64583,27,56314
1637,179700,70526,27,56315
1509,139400,52500,27,56316
1048,216700,69219,27,56318
1300,208100,78333,27,56319
8471,212600,78641,27,56320
1489,-666666666,-666666666,27,56321
516,90500,54653,27,56323
1114,199500,68971,27,56324
219,125000,41875,27,56325
1472,162700,65278,27,56326
790,288500,75769,27,56327
152,101800,40938,27,56328
7449,187200,74798,27,56329
1624,177900,62083,27,56330
2395,213600,79583,27,56331
1589,249100,71307,27,56332
5739,199900,61548,27,56334
230,95500,61250,27,56335
1456,223700,59423,27,56336
1506,199700,61641,27,56338
1043,139200,48750,27,56339
2526,209900,66813,27,56340
2609,170600,44440,27,56342
1034,168100,56667,27,56343
14498,161100,52621,27,56345
7326,145700,50947,27,56347
831,149300,72750,27,56349
507,154700,56641,27,56350
6007,169500,60634,27,56352
9300,163000,61823,27,56353
1404,224100,65156,27,56354
527,185900,60455,27,56355
288,121600,49500,27,56356
1160,206800,81477,27,56357
3307,174000,61875,27,56358
3673,152100,44917,27,56359
3836,170600,54384,27,56360
2417,136600,59519,27,56361
5772,178400,64421,27,56362
171,152500,51719,27,56363
5775,173600,62610,27,56364
6697,195400,77354,27,56367
4634,233600,69543,27,56368
700,163500,46154,27,56369
129,116700,71875,27,56371
3188,202300,65735,27,56373
10778,194600,72330,27,56374
963,171700,83661,27,56375
345,133900,70833,27,56376
19637,207500,75666,27,56377
7889,182900,61710,27,56378
16905,179600,58185,27,56379
2459,158900,62292,27,56381
1505,198500,65536,27,56382
380,136100,42813,27,56384
745,145100,54500,27,56385
670,189600,48646,27,56386
7329,159400,40990,27,56387
115,109700,51250,27,56389
29973,179300,52247,27,56401
8262,209800,71338,27,56425
8778,193700,50819,27,56431
1679,188000,50590,27,56433
285,162500,56458,27,56434
2733,165200,50551,27,56435
46,148400,-666666666,27,56436
1452,92900,51394,27,56437
2717,144800,55324,27,56438
1467,122600,51953,27,56440
3742,126600,44580,27,56441
2428,318200,62500,27,56442
1325,228400,59833,27,56443
3127,240600,62212,27,56444
1532,115800,45121,27,56446
948,255800,42000,27,56447
301,285000,51607,27,56448
1991,216600,71250,27,56449
929,138400,45221,27,56450
1779,260600,52778,27,56452
888,133100,47500,27,56453
1883,136900,54153,27,56455
59,143800,33750,27,56456
427,172800,58194,27,56458
3260,178400,63750,27,56461
4606,155500,53207,27,56464
2097,233200,62545,27,56465
2979,162000,50257,27,56466
2517,244800,57847,27,56467
4385,283600,73214,27,56468
1004,171900,53393,27,56469
10457,192800,53087,27,56470
7780,227500,60313,27,56472
3441,176700,60118,27,56473
4138,150100,44661,27,56474
1568,157900,53125,27,56475
2924,143300,50650,27,56477
5225,127800,46429,27,56479
1936,144700,49583,27,56481
6829,126100,45854,27,56482
3343,201900,51773,27,56484
17425,220000,60833,27,56501
2249,99000,56016,27,56510
1954,224200,67130,27,56511
3701,178100,78636,27,56514
2999,287200,62344,27,56515
292,120000,56250,27,56516
319,84200,69167,27,56517
414,154700,46750,27,56518
269,111300,56875,27,56519
3780,139900,52028,27,56520
750,128200,55000,27,56521
404,81400,61167,27,56522
550,156600,78542,27,56523
618,232400,49125,27,56524
83,114600,86875,27,56525
875,153500,40104,27,56527
1664,250400,62500,27,56528
4414,221400,80154,27,56529
1918,99000,59440,27,56531
323,148600,64375,27,56533
1291,204200,76071,27,56534
1216,150000,52625,27,56535
395,161100,63646,27,56536
18838,159800,54012,27,56537
2121,136500,59375,27,56540
28,-666666666,-666666666,27,56541
2808,137000,49595,27,56542
217,156300,76875,27,56543
5433,187300,62413,27,56544
680,103000,61964,27,56545
261,165600,71875,27,56546
2653,207000,79485,27,56547
748,103100,50833,27,56548
5026,224600,80448,27,56549
429,103100,45000,27,56550
2073,162500,53700,27,56551
497,119700,62656,27,56552
215,135700,71071,27,56553
2676,232600,67037,27,56554
1050,114100,54286,27,56556
2903,87800,41250,27,56557
44321,196800,61667,27,56560
103,105600,-666666666,27,56565
584,103600,34375,27,56566
3238,145000,57554,27,56567
179,112500,-666666666,27,56568
1297,107600,41833,27,56569
1289,183500,58264,27,56570
1863,236700,63393,27,56571
5323,233400,65128,27,56572
6273,195400,55233,27,56573
220,101900,69500,27,56574
771,151800,44107,27,56575
849,232200,63438,27,56576
7,-666666666,-666666666,27,56577
778,289600,78542,27,56578
1162,123400,65568,27,56579
1380,195200,79375,27,56580
215,83100,47917,27,56581
145,88300,62500,27,56583
1412,101300,57500,27,56584
1039,129600,57955,27,56585
1881,233700,67500,27,56586
1353,227800,62083,27,56587
449,236500,56875,27,56588
2152,142100,53125,27,56589
284,80000,50000,27,56590
202,65700,36250,27,56591
479,99200,50288,27,56592
0,-666666666,-666666666,27,56593
467,157300,71923,27,56594
34785,176700,51531,27,56601
4840,136200,47578,27,56621
2759,157100,44797,27,56623
258,124300,41389,27,56626
246,48600,29625,27,56627
1631,200700,45341,27,56628
254,131300,69286,27,56629
2204,119600,42576,27,56630
4701,111100,43844,27,56633
1455,137900,46375,27,56634
4977,160900,54506,27,56636
196,161500,77917,27,56637
422,164100,34271,27,56639
351,162500,45833,27,56641
780,124000,51875,27,56644
530,156300,57000,27,56646
608,164700,51786,27,56647
9036,111500,50815,27,56649
766,132900,48750,27,56650
652,120600,56250,27,56651
549,171400,68056,27,56652
1366,111800,56000,27,56653
136,117200,42250,27,56654
1430,252700,46875,27,56655
295,228800,39345,27,56657
0,-666666666,-666666666,27,56658
68,131300,56250,27,56659
337,111700,56250,27,56660
862,105100,44567,27,56661
494,270300,53333,27,56662
178,93500,50000,27,56663
1224,91000,33036,27,56666
588,196700,68214,27,56667
147,156900,63750,27,56668
303,158800,36042,27,56669
1204,46200,38990,27,56670
3383,65200,41277,27,56671
2026,203100,47708,27,56672
735,178400,51667,27,56673
1640,154300,60329,27,56676
1190,144400,61071,27,56678
133,163900,42500,27,56680
267,173200,48333,27,56681
854,177500,57955,27,56683
275,117500,41250,27,56684
88,125000,-666666666,27,56685
725,141700,61125,27,56686
37,107100,26875,27,56687
132,149000,52500,27,56688
12998,156100,59923,27,56701
550,109200,54375,27,56710
0,-666666666,-666666666,27,56711
1049,104200,79318,27,56713
1202,110900,54018,27,56714
367,138000,66250,27,56715
9207,137100,58088,27,56716
7,-666666666,-666666666,27,56720
10242,201100,64059,27,56721
338,170200,54688,27,56722
878,166400,75938,27,56723
140,145800,48929,27,56724
951,163800,63281,27,56725
1702,109000,62083,27,56726
687,97800,54853,27,56727
1493,100000,64226,27,56728
97,66700,40500,27,56729
79,42000,50000,27,56731
1098,87600,50741,27,56732
303,59600,57031,27,56733
509,48600,55000,27,56734
746,109400,62232,27,56735
962,281900,66500,27,56736
860,99100,44444,27,56737
1588,149600,65326,27,56738
0,-666666666,-666666666,27,56741
1027,89100,57212,27,56742
505,117700,57083,27,56744
668,108300,64688,27,56748
2288,124400,57917,27,56750
5728,158900,63203,27,56751
536,146200,78571,27,56754
66,54200,66250,27,56755
685,121900,62639,27,56756
907,103400,59250,27,56757
303,89300,53750,27,56758
240,128600,78125,27,56759
327,106300,50625,27,56760
464,124400,64583,27,56761
2569,127600,62596,27,56762
4977,131000,63384,27,56763
1667,111000,53542,46,57001
1062,165800,76212,46,57002
1916,186500,81957,46,57003
3862,163600,61105,46,57004
11498,234300,91500,46,57005
26526,185300,55203,46,57006
393,166200,56932,46,57010
1186,136600,59886,46,57012
4955,165700,66597,46,57013
1380,112500,52829,46,57014
800,157500,79625,46,57015
812,192500,73889,46,57016
1412,191900,73250,46,57017
1337,138100,68833,46,57018
1442,213000,95714,46,57020
253,-666666666,71250,46,57021
5173,185500,74712,46,57022
512,79400,56250,46,57024
3045,160100,62750,46,57025
1360,150300,67803,46,57026
154,61700,-666666666,46,57027
3425,117700,56277,46,57028
2335,112200,57237,46,57029
2878,199200,72173,46,57030
815,133000,70938,46,57031
8549,212800,83411,46,57032
5694,227700,87761,46,57033
884,118900,66875,46,57034
1061,157300,76458,46,57035
551,98300,55833,46,57036
983,114600,66346,46,57037
1427,170500,86453,46,57038
3756,156300,59648,46,57039
333,86100,61786,46,57040
101,-666666666,110417,46,57041
9378,162600,59883,46,57042
1377,97500,54583,46,57043
1097,67600,40750,46,57045
851,130100,76284,46,57046
275,75600,53750,46,57047
1217,160100,70682,46,57048
6521,265500,76889,46,57049
325,-666666666,-666666666,46,57050
290,56700,59135,46,57051
330,200000,90263,46,57052
1876,170000,74306,46,57053
537,97500,57344,46,57054
1256,277200,71111,46,57055
268,-666666666,83625,46,57057
1897,130000,60000,46,57058
1221,87400,51953,46,57059
71,57700,33750,46,57061
2377,111300,46641,46,57062
816,93200,71953,46,57063
6778,220600,86714,46,57064
335,98000,57813,46,57065
1614,91000,49659,46,57066
403,220800,77404,46,57067
1397,185100,76705,46,57068
11950,173800,46028,46,57069
1421,124100,51250,46,57070
3015,172300,64850,46,57071
695,132000,66667,46,57072
734,77300,42101,46,57073
1099,279700,83750,46,57075
411,215100,74750,46,57076
1503,164800,76856,46,57077
19269,153400,55605,46,57078
35493,171900,61756,46,57103
26224,114600,40721,46,57104
22082,171800,59088,46,57105
47372,198100,64328,46,57106
10404,170400,64180,46,57107
23689,296200,90361,46,57108
18422,247200,76398,46,57110
1,-666666666,-666666666,46,57117
957,-666666666,-666666666,46,57197
25350,180400,54575,46,57201
2180,134200,61375,46,57212
758,122200,65781,46,57213
54,55600,62656,46,57214
1121,121400,61458,46,57216
261,80000,49236,46,57217
360,144400,70625,46,57218
524,99400,55078,46,57219
763,149700,76970,46,57220
897,138800,67500,46,57221
1234,165400,70484,46,57223
129,75000,66250,46,57224
1928,102400,39946,46,57225
1957,153600,66736,46,57226
352,241000,54479,46,57227
1623,118100,68846,46,57231
310,151400,59375,46,57232
139,-666666666,53750,46,57233
1234,114200,62569,46,57234
950,150600,69000,46,57235
148,-666666666,34286,46,57236
610,100000,52206,46,57237
510,121200,71089,46,57238
237,197500,47500,46,57239
1132,153800,69583,46,57241
537,184900,67083,46,57242
708,127300,75850,46,57243
154,107500,66667,46,57245
212,83800,67273,46,57246
223,283300,-666666666,46,57247
972,145600,72083,46,57248
704,146400,61429,46,57249
172,155000,73125,46,57251
4617,140100,54826,46,57252
371,70800,41944,46,57255
110,50000,43438,46,57256
704,-666666666,42045,46,57257
121,71700,66250,46,57258
501,102300,63438,46,57259
917,108200,66667,46,57260
399,90300,59250,46,57261
5594,96100,45426,46,57262
476,92700,48750,46,57263
297,107400,56250,46,57264
172,90000,-666666666,46,57265
634,80000,54219,46,57266
490,81400,57875,46,57268
256,145500,66696,46,57269
805,54700,39375,46,57270
311,119300,63542,46,57271
232,-666666666,75455,46,57272
1205,85500,44318,46,57273
2454,110900,43571,46,57274
1173,154300,67500,46,57276
734,109100,56964,46,57278
1184,114000,51458,46,57279
18549,156100,50400,46,57301
1498,129200,56417,46,57311
621,87600,67250,46,57312
1241,98300,54911,46,57313
696,100000,63606,46,57314
1206,84500,60833,46,57315
668,68100,48684,46,57317
840,86500,54167,46,57319
431,103300,63750,46,57321
376,95000,40000,46,57322
225,64300,54306,46,57323
343,-666666666,74063,46,57324
3147,173600,58250,46,57325
1215,119000,64926,46,57328
349,106300,53125,46,57329
455,84700,49405,46,57330
494,151100,74479,46,57331
903,114900,68125,46,57332
951,129300,63523,46,57334
278,54600,45313,46,57335
122,165600,43583,46,57337
1522,34400,28750,46,57339
340,113500,50000,46,57340
148,-666666666,46667,46,57341
577,78500,55833,46,57342
109,73200,47750,46,57344
1095,88100,62083,46,57345
95,-666666666,47188,46,57346
530,161900,73750,46,57348
1434,66900,48750,46,57349
15427,107800,48665,46,57350
890,126100,61083,46,57353
1394,108600,55694,46,57355
2034,63600,44018,46,57356
21,-666666666,-666666666,46,57358
762,128100,55603,46,57359
120,-666666666,38214,46,57361
2076,125600,44866,46,57362
924,138700,54167,46,57363
0,-666666666,-666666666,46,57364
552,166400,65341,46,57365
2315,117400,58162,46,57366
270,200000,65000,46,57367
1185,105500,68846,46,57368
2411,161000,55000,46,57369
668,86800,60179,46,57370
152,-666666666,57614,46,57371
507,145200,55833,46,57373
415,140400,64107,46,57374
734,86500,58854,46,57375
928,49500,50761,46,57376
80,-666666666,47143,46,57379
3810,110100,46630,46,57380
576,78000,61583,46,57381
1362,78200,46875,46,57382
727,75300,66250,46,57383
947,117200,78688,46,57384
1220,87300,51944,46,57385
230,88300,88125,46,57386
32831,172900,56276,46,57401
89,82500,53750,46,57420
77,-666666666,-666666666,46,57421
219,75000,73750,46,57422
214,60000,57500,46,57424
26,-666666666,-666666666,46,57426
761,140600,110972,46,57427
634,80900,53750,46,57428
70,73800,48125,46,57429
2559,118100,68942,46,57430
367,64000,78382,46,57432
369,133300,63889,46,57433
489,66500,73500,46,57434
315,155000,39167,46,57435
494,59700,62500,46,57436
1453,55900,38438,46,57437
1403,85900,57500,46,57438
41,839800,35898,46,57439
597,64400,53625,46,57440
523,109600,62206,46,57441
1842,115300,50870,46,57442
1940,164000,64464,46,57445
456,55300,54605,46,57446
498,41000,60750,46,57448
195,207400,62212,46,57449
539,85200,57969,46,57450
2166,196100,75287,46,57451
307,48000,42292,46,57452
651,103900,60859,46,57454
85,55000,59375,46,57455
818,71800,57778,46,57456
91,-666666666,68750,46,57457
411,72200,66518,46,57460
356,91700,57500,46,57461
310,87000,60694,46,57465
169,122200,49125,46,57466
222,57400,62222,46,57467
421,70000,48958,46,57468
3480,96400,50494,46,57469
85,-666666666,72813,46,57470
560,84000,57411,46,57471
907,78100,65625,46,57472
174,93300,58846,46,57473
177,85000,80536,46,57474
127,81700,53750,46,57475
479,120000,76932,46,57476
161,61300,70000,46,57477
601,167000,89583,46,57479
369,87600,62708,46,57481
16850,179500,65100,46,57501
100,75000,46875,46,57520
150,39000,-666666666,46,57521
571,120200,61250,46,57522
923,85200,43000,46,57523
1000,76300,51563,46,57528
370,97000,49250,46,57529
96,81300,44250,46,57531
2937,165000,71579,46,57532
1864,86700,42500,46,57533
242,-666666666,80417,46,57534
401,72500,66250,46,57536
144,-666666666,79306,46,57537
275,86300,42500,46,57538
114,56400,-666666666,46,57540
147,-666666666,77841,46,57541
854,48100,38625,46,57543
450,120100,59375,46,57544
149,55000,43750,46,57547
1594,51800,33828,46,57548
2442,75000,49076,46,57551
554,126400,44167,46,57552
165,-666666666,-666666666,46,57553
4292,38400,32007,46,57555
553,76200,45000,46,57559
510,-666666666,20250,46,57560
89,-666666666,51875,46,57562
202,17600,-666666666,46,57563
981,143300,63542,46,57564
1256,9999,25202,46,57566
1349,90800,41343,46,57567
675,83300,72837,46,57568
282,86800,48611,46,57569
1994,21000,18350,46,57570
8,-666666666,-666666666,46,57571
1998,20600,14514,46,57572
75,-666666666,68214,46,57574
187,75000,37778,46,57576
1741,56500,24444,46,57577
1354,30800,33750,46,57579
3936,108500,57758,46,57580
65,-666666666,-666666666,46,57584
115,51400,-666666666,46,57585
3962,93800,51549,46,57601
498,75800,60096,46,57620
385,-666666666,26964,46,57621
398,-666666666,18281,46,57622
1120,61900,47500,46,57623
4365,57400,39386,46,57625
1019,87800,65385,46,57626
26,-666666666,-666666666,46,57630
398,125800,68125,46,57631
664,83800,62885,46,57632
400,70000,75417,46,57633
155,113300,48194,46,57634
195,202500,46625,46,57636
1788,98300,51929,46,57638
383,60000,14643,46,57639
182,260400,86458,46,57640
357,38800,42344,46,57641
1949,66200,33393,46,57642
221,83100,60938,46,57644
158,48300,41250,46,57645
252,52500,53600,46,57646
302,67300,48250,46,57648
295,-666666666,65625,46,57649
30,-666666666,-666666666,46,57650
125,96000,37833,46,57651
475,62500,40250,46,57652
876,73300,53333,46,57656
229,78300,84167,46,57657
400,36900,22188,46,57658
94,107800,74167,46,57660
113,141700,-666666666,46,57661
45721,158900,45483,46,57701
35058,246700,73550,46,57702
17069,176000,62103,46,57703
3035,-666666666,50496,46,57706
846,87700,35500,46,57714
520,60200,67019,46,57716
7825,149100,46620,46,57717
7198,182600,73750,46,57718
8167,175500,54640,46,57719
734,122100,62500,46,57720
186,-666666666,56250,46,57722
255,180900,58056,46,57724
296,-666666666,62625,46,57725
5900,214300,57656,46,57730
2189,183300,49127,46,57732
1192,63200,36359,46,57735
121,92900,43681,46,57738
71,-666666666,-666666666,46,57741
2265,323300,78750,46,57744
2270,216600,67847,46,57745
5856,149800,51732,46,57747
358,-666666666,53750,46,57748
135,104200,-666666666,46,57750
1075,247700,66042,46,57751
1864,-666666666,33490,46,57752
3653,141200,51306,46,57754
95,56000,56250,46,57755
568,13500,-666666666,46,57756
79,22500,-666666666,46,57758
597,-666666666,-666666666,46,57759
1439,90900,62419,46,57760
1589,163300,90217,46,57761
526,97400,26603,46,57762
304,69500,57031,46,57763
2318,26900,26625,46,57764
133,-666666666,117031,46,57766
122,187500,50250,46,57767
4387,253900,68348,46,57769
6248,42300,43333,46,57770
2345,21700,19750,46,57772
188,-666666666,63125,46,57773
356,181900,81328,46,57775
0,-666666666,-666666666,46,57776
268,-666666666,82854,46,57779
40,181300,86667,46,57780
38,-666666666,-666666666,46,57782
15598,222100,50866,46,57783
9031,171700,47221,46,57785
351,120700,53631,46,57787
422,109600,51000,46,57788
1124,121300,70583,46,57790
257,66700,56250,46,57791
140,173300,77000,46,57792
2401,171900,70577,46,57793
470,-666666666,-666666666,46,57794
688,-666666666,-666666666,46,57799
35,200000,130000,38,58001
32,-666666666,-666666666,38,58002
290,190600,84375,38,58004
992,284000,111111,38,58005
433,155000,78125,38,58006
86,266700,-666666666,38,58007
219,164100,101250,38,58008
32,144400,215556,38,58009
400,160800,71250,38,58011
2983,204300,82500,38,58012
157,251000,56250,38,58013
282,180000,82917,38,58015
238,159700,110147,38,58016
268,71900,51875,38,58017
416,180000,106250,38,58018
506,195700,69821,38,58021
1321,98300,58393,38,58027
59,-666666666,86250,38,58029
604,88400,59750,38,58030
457,87900,70592,38,58031
670,122700,60313,38,58032
454,131300,84531,38,58033
247,98800,66250,38,58035
237,156000,74750,38,58036
321,149500,67361,38,58038
1160,120200,72375,38,58040
1514,98000,64946,38,58041
1366,237900,112000,38,58042
159,101600,97750,38,58043
2045,160900,63875,38,58045
499,98000,57222,38,58046
4163,360100,133792,38,58047
475,160700,81250,38,58048
296,137500,75625,38,58049
1875,286300,103466,38,58051
571,180000,81500,38,58052
1154,63500,50000,38,58053
2938,135100,64708,38,58054
140,-666666666,59375,38,58056
113,162500,68750,38,58057
96,-666666666,59167,38,58058
1471,191100,91250,38,58059
1244,108800,62500,38,58060
331,121600,70859,38,58061
160,-666666666,71042,38,58062
394,137500,71625,38,58063
522,143800,74643,38,58064
45,-666666666,43571,38,58065
217,87500,71875,38,58067
375,76700,57750,38,58068
87,109400,62708,38,58069
460,130900,78333,38,58071
7711,150300,50927,38,58072
9255,132000,51151,38,58075
329,-666666666,-666666666,38,58076
814,197400,84583,38,58077
36020,241800,85588,38,58078
484,224200,108795,38,58079
811,125000,74464,38,58081
29621,192000,47927,38,58102
48328,184100,46866,38,58103
43363,283600,77278,38,58104
2264,-666666666,-666666666,38,58105
40643,230900,56927,38,58201
1719,-666666666,-666666666,38,58202
16190,165700,41654,38,58203
2358,-666666666,60143,38,58204
325,-666666666,-666666666,38,58205
319,67000,50833,38,58210
510,83800,55313,38,58212
319,143800,66750,38,58214
158,-666666666,-666666666,38,58216
906,165900,90260,38,58218
23,-666666666,31563,38,58219
1975,111400,62813,38,58220
282,73100,46250,38,58222
183,107300,-666666666,38,58223
39,73300,128125,38,58224
956,101100,75385,38,58225
502,102400,76071,38,58227
869,138200,61364,38,58228
79,63800,35000,38,58229
585,71600,69706,38,58230
329,66400,58906,38,58231
262,112500,64583,38,58233
453,115600,63500,38,58235
5318,98200,52612,38,58237
196,109100,69167,38,58238
12,-666666666,-666666666,38,58239
1211,137300,58667,38,58240
158,-666666666,-666666666,38,58241
665,75700,50982,38,58243
101,103100,81250,38,58244
2525,114100,63417,38,58249
185,73100,53750,38,58250
1972,152300,65278,38,58251
535,75700,54219,38,58254
817,191700,92143,38,58256
2126,149100,59063,38,58257
335,157100,79896,38,58258
361,80000,51250,38,58259
179,94300,77321,38,58260
1134,113800,66500,38,58261
102,-666666666,41875,38,58262
480,104500,75625,38,58265
208,103100,78750,38,58266
1320,162500,62500,38,58267
250,65600,68250,38,58269
1866,85800,52500,38,58270
557,103800,62000,38,58271
276,86800,70673,38,58272
229,71300,50208,38,58273
931,118300,66534,38,58274
748,147200,77679,38,58275
534,76500,56250,38,58276
134,104200,50000,38,58277
1982,243200,91131,38,58278
118,-666666666,101875,38,58281
1487,92600,62850,38,58282
10381,168500,57963,38,58301
62,113500,110227,38,58311
6885,84700,36297,38,58316
222,63600,57000,38,58317
3901,165000,58571,38,58318
58,212500,-666666666,38,58321
48,-666666666,-666666666,38,58323
1358,88600,50577,38,58324
57,-666666666,78125,38,58325
381,200000,84792,38,58327
3340,72200,42578,38,58329
276,45300,44583,38,58330
92,106500,40313,38,58331
316,82700,100972,38,58332
1892,52000,26250,38,58335
58,-666666666,39167,38,58338
22,-666666666,250001,38,58339
2625,105600,54632,38,58341
60,-666666666,-666666666,38,58343
914,106000,49297,38,58344
140,83300,52917,38,58345
664,80000,53958,38,58346
754,108800,56964,38,58348
451,106300,70000,38,58351
413,85000,50469,38,58352
139,178100,93750,38,58353
79,58000,65625,38,58355
1695,88600,48750,38,58356
342,87100,68750,38,58357
239,-666666666,55521,38,58361
0,-666666666,-666666666,38,58362
125,55800,94265,38,58363
222,-666666666,49191,38,58365
1274,105600,56979,38,58366
1718,105500,48125,38,58367
3562,127900,49402,38,58368
1202,86800,67903,38,58369
1372,47100,31350,38,58370
121,53800,58125,38,58372
640,76300,57083,38,58374
304,71200,65156,38,58377
371,-666666666,37031,38,58379
377,70700,52500,38,58380
319,187500,68250,38,58381
157,161300,78015,38,58382
394,56400,49931,38,58384
180,76700,71250,38,58385
119,88000,77083,38,58386
17153,160700,57060,38,58401
248,-666666666,-666666666,38,58402
436,-666666666,-666666666,38,58405
949,74400,49327,38,58413
201,271400,100938,38,58415
386,68600,40625,38,58416
352,71900,52232,38,58418
311,175000,84750,38,58420
2735,151200,60595,38,58421
165,165000,76000,38,58422
44,158000,42500,38,58423
270,-666666666,52500,38,58424
1426,120800,62500,38,58425
270,143800,63250,38,58426
203,264300,58229,38,58428
371,176200,41250,38,58429
150,119600,68750,38,58430
105,227300,100234,38,58431
